product_name,sentiment,input_text,target_summary
BAJAJ FX 11 Food Factory 600 W Food Processor (White),negative,summarize what people dislike about BAJAJ FX 11 Food Factory 600 W Food Processor (White): within a month procersesor stop working [SEP] worst stopped working after a month raised many complaints no one cares avoid bajaj if you care about money [SEP] waste of money anybody dont buy cheep product,worst stopped working after a month raised many complaints no one cares avoid bajaj if you care about money
Bajaj DX 2 LW Dry Iron,positive,summarize what people like about Bajaj DX 2 LW Dry Iron: it is easy to use lightweight compact worth buying this product recommend to all [SEP] i love it this is the best iron buy now and its wire is too long and it heat quickly thank you flipkart [SEP] first of all very fast deliverythis iron is absolutely excellentthe quality is excellentheats up very quicklyit is good for anyone to use itit is a good iron for youi like it very much so i recommend you to pick it up [SEP] very good working also good i am very happy with this product thank you the seller and also team of flipkart [SEP] super product good quality and easy to iron our clothes best product,first of all very fast deliverythis iron is absolutely excellentthe quality is excellentheats up very quicklyit is good for anyone to use itit is a good iron for youi like it very much so i recommend you to pick it up
MSB FAB Maroon Velvet Carpet150 cm X 210 cm Rectangle,negative,summarize what people dislike about MSB FAB Maroon Velvet Carpet150 cm X 210 cm Rectangle: ordered marron color but got black color not expected quality is also not good [SEP] showing something and sending something else i think this is very bad if this type will continue then people will not trust so rectify the practice you are adopting [SEP] hated the carpet dont buy this [SEP] this is bedsheet not a carpet [SEP] not well wetpoor quality,showing something and sending something else i think this is very bad if this type will continue then people will not trust so rectify the practice you are adopting
Singer FM 1409 Electric Sewing Machine? ? ( Built-in Stitches 9),negative,summarize what people dislike about Singer FM 1409 Electric Sewing Machine? ? ( Built-in Stitches 9): i have given bad rating due its poor packing i have received the product without any seal of outer box even inner product manufacturing box also not a sealed one someone has opened the product already as i could see the support thermocol pieces got broken need check the machine whether its working or not of not will return the item [SEP] there is no pico pressure foot in accessories box [SEP] very bad quality niddle broken so easily [SEP] product is ok but flipkart cheat me on installation and demo facility no person came for demo or installation [SEP] nice product but delivery delay,i have given bad rating due its poor packing i have received the product without any seal of outer box even inner product manufacturing box also not a sealed one someone has opened the product already as i could see the support thermocol pieces got broken need check the machine w
AutoKraftZ Most Popular Sun UV Protection Arm Sleeves for Men Women Cycling Gloves  (Black),positive,summarize what people like about AutoKraftZ Most Popular Sun UV Protection Arm Sleeves for Men Women Cycling Gloves  (Black): it is so fantastic the fit was just perfect when i ordered the free size i dont get satisfied because i thinked it was not going to fit me perfectly but now after wearing it i get maximum level of satisfaction the cloth is too good nice one must buy [SEP] satisfied with the product good quality and soft too harmless to use [SEP] good product its skin friendly protect u from uv rays good quality and must expandableit gives the cool sencetation on wearingyou can go for this amazing product [SEP] stretchable nylon fabric is of very good quality after stretching it while wearing i never had the fear of nearly tearing it unintentionally as the material quality was reliable free size can be stretched as neededi usually wear half sleeve tshirt and i get skin tan beyond sleeves upto the wristfingers mainly because of bike riding so i needed such a thing to protect my handsi recommend this to anyone who doesnt want cotton fabric but nylon or lycra go for itgood packaging free [SEP] not bad at this price range but its best suitable for winter time overall it is good product thank you flipkart,stretchable nylon fabric is of very good quality after stretching it while wearing i never had the fear of nearly tearing it unintentionally as the material quality was reliable free size can be stretched as neededi usually wear half sleeve tshirt and i get skin tan beyond sleeve
SHF Cotton Floor MatMulticolor Medium Pack of 5,positive,summarize what people like about SHF Cotton Floor MatMulticolor Medium Pack of 5: very good product value of mony [SEP] the quality is so so so good its worth buying go for it guys [SEP] vvvv thanks for flipcart mind blowing product [SEP] good product save money l am satisfied [SEP] very nice product thank you so much flipkart i love it flipkart,very nice product thank you so much flipkart i love it flipkart
HP 803 Small Black Ink Cartridge,negative,summarize what people dislike about HP 803 Small Black Ink Cartridge: the catridge was detecting by the printer when it was checked with technician he said that the catridge has problem the money is wasted [SEP] proper not workingvery bad [SEP] it is not working for hp printer [SEP] this is not refillable require new purchase every now and then gets dried up when not used in 2 months waste printer waste product [SEP] dont buy its an use less product we are not able to print 100pages cost us too high,the catridge was detecting by the printer when it was checked with technician he said that the catridge has problem the money is wasted
"OnePlus Bullets Wireless Z2 Bluetooth Headset (Acoustic Red, In the Ear)",positive,"summarize what people like about OnePlus Bullets Wireless Z2 Bluetooth Headset (Acoustic Red, In the Ear): all is wellbest and comfortable [SEP] amazing earphones love this [SEP] the product is amazing the sound quality and battery back up is very good i love this productthak you for 1 [SEP] dhakad bassawesome color long battery life [SEP] amazing product worth every pennysuperb bass and built quality is best under 2000must buy product you wont regret buying it",amazing product worth every pennysuperb bass and built quality is best under 2000must buy product you wont regret buying it
Fun and Flex Solid Jungle Theme Animal Face Foil Balloons Garland Arch Kit for Birthday Party jungle Theme Party Baby Shower for Kids Decorations BalloonMulticolor Pack of 90,negative,summarize what people dislike about Fun and Flex Solid Jungle Theme Animal Face Foil Balloons Garland Arch Kit for Birthday Party jungle Theme Party Baby Shower for Kids Decorations BalloonMulticolor Pack of 90: pathetic products didnt receive face shape balloonsneither green ballonstoo bad experience [SEP] poor quality balloons [SEP] most of the balloons are damage and rest are popping within 34 minute quality of balloons are very bad wasted of money on this product [SEP] very bad all baloon r based [SEP] dont buy very very bad,most of the balloons are damage and rest are popping within 34 minute quality of balloons are very bad wasted of money on this product
Portronics v50 Car Bluetooth Device with Transmitter Audio ReceiverBlack,positive,summarize what people like about Portronics v50 Car Bluetooth Device with Transmitter Audio ReceiverBlack: what a fantastic product the clarity is crisp and top notch and in addition the phone function made my life easythanks flipkart [SEP] the product is absolutely brilliant its working flawlessly in my car if youre looking for a product which can take calls as well as play music this is the product you should go for the call quality is very good and music streaming quality is also very good just go for it [SEP] good product for the price helpful for handsfree calls and to listen music from your mobile via bluetooth the sound is clear and mic performance is fine good connectivity too [SEP] product is good in this segment as compared to other cheap chinese alternatives but not the best one pros 1music and transmission quality to car audio system is good and sound quality is superb 2the velcro pasted on dash board is not a durable option and will come off in long run cons 1you need to do the pairing each time when you start your car 2the car music system has to be put in auxiliary mode all the time to enjoy music and call3the buetooth gets disconnected if the c [SEP] great product simpleto use fast connection audio quality will be same as we connect a phone through auxiliary which is more than enough and i love that bass button calling is also working fine audio is clear far far better than cheaper products its really worth,product is good in this segment as compared to other cheap chinese alternatives but not the best one pros 1music and transmission quality to car audio system is good and sound quality is superb 2the velcro pasted on dash board is not a durable option and will come off in long run
Catvision CSR-401HP WIFI Media Streaming Device (Black),negative,summarize what people dislike about Catvision CSR-401HP WIFI Media Streaming Device (Black): set top box is good but tubicast app is not working properly whenever i tried to search on youtube it get crashed and my mobiles home screen appears i have bought it for youtube but it is not searching videos company has to work to solve this problem it got very disappointed with this set top box [SEP] very poor quality it doesnt loading content it has been stuck to home page image only [SEP] not good defective and used protect recive [SEP] horriblepicture quality is very bad for 43 inches tvnot hd at all except dd national hd channelremote not good because it is very slow and you have to tap remote button sometime twice for performing a specific function that is very disappointing [SEP] very bad products casting not working properly overl all its very bad product,set top box is good but tubicast app is not working properly whenever i tried to search on youtube it get crashed and my mobiles home screen appears i have bought it for youtube but it is not searching videos company has to work to solve this problem it got very disappointed with
PEDPIX PED EWD 6046 3 ShelfSet Top Box Shelf StandTV Panel Cabinet for HomeLiving RoomDrwing Room Engineered Wood TV Entertainment UnitFinish Color VENGE DIYDoItYourself,positive,summarize what people like about PEDPIX PED EWD 6046 3 ShelfSet Top Box Shelf StandTV Panel Cabinet for HomeLiving RoomDrwing Room Engineered Wood TV Entertainment UnitFinish Color VENGE DIYDoItYourself: quality is okthe legs are plastic and the brown plates are average wooddoes the job and overall good in looks [SEP] very very excellent product,quality is okthe legs are plastic and the brown plates are average wooddoes the job and overall good in looks
"Candes 12 L Room/Personal Air Cooler (White, Black, Elegant High Speed-Honey Comb Cooling Pad & Ice Chamber, Blower)",positive,"summarize what people like about Candes 12 L Room/Personal Air Cooler (White, Black, Elegant High Speed-Honey Comb Cooling Pad & Ice Chamber, Blower): great cooler excellent air flow and for this price its so amazing and unbelievablejust love it [SEP] best budget 2 fit cooler nice cooling [SEP] the quality is good but the power of air is decent [SEP] the cooler is really fantastic and provides good air flow highly recommended",great cooler excellent air flow and for this price its so amazing and unbelievablejust love it
PRAGATI TRENDS Lab Coat (Poly Cotton),positive,summarize what people like about PRAGATI TRENDS Lab Coat (Poly Cotton): its perfect definitely go for ir [SEP] nice according to the prize [SEP] nice quality of clothe [SEP] good quality very nice 2 inch size variable [SEP] very nice perfect fitting,good quality very nice 2 inch size variable
Kindly Designer Key Holders with phone stand Key HnagerKey Stand for Wall Decor Wood Key Holder8 Hooks Brown,positive,summarize what people like about Kindly Designer Key Holders with phone stand Key HnagerKey Stand for Wall Decor Wood Key Holder8 Hooks Brown: its good quality product and material used in it is absolutely great [SEP] pls dont purchase this product [SEP] i like it this product [SEP] good but very light wood,its good quality product and material used in it is absolutely great
Kadio Analog Silver Clock,positive,summarize what people like about Kadio Analog Silver Clock: very good product brilliant [SEP] i i dont it will last long but its so cute [SEP] absolutely loved it itsalarm is very strongrightly said for heavy sleepers [SEP] awesome producteven though it is smallhave loud voice which is great [SEP] aswom product is good,absolutely loved it itsalarm is very strongrightly said for heavy sleepers
Briqre Victory Nutri Blend 20000 RPM Mixer Grinder 500 Juicer Mixer Grinder 2 Jars White,positive,summarize what people like about Briqre Victory Nutri Blend 20000 RPM Mixer Grinder 500 Juicer Mixer Grinder 2 Jars White: great product that too at ab affordable product this company seems to be quite i have now used multiple products and quality has been top class despite the lower end cost [SEP] osm product in this price its vry gud i m using it after receiving it works well blends well i m happy thank you flipkart [SEP] briqre nutri blender is too much amazing [SEP] i must recommend to buy this nutriblender good quality jars and bladesvalye for money and this is exclusive product [SEP] excellent product with reasonable price and quality of product is too good for regular usages,great product that too at ab affordable product this company seems to be quite i have now used multiple products and quality has been top class despite the lower end cost
"cello ColourUp Hobby Bag of Assorted Stationery|Crayons, Sketch Pens, Oil Pastel, Gel pens, Mechanical Pencils, Clay with Kids Activity Book inside",negative,"summarize what people dislike about cello ColourUp Hobby Bag of Assorted Stationery|Crayons, Sketch Pens, Oil Pastel, Gel pens, Mechanical Pencils, Clay with Kids Activity Book inside: bag was damaged else everything good [SEP] not worthy for the price paid [SEP] damaged bag cannot be used ever again very poor quality hope the contents are not this bad [SEP] very disappointed with the product [SEP] the things are good but i dont like the clay it is so sticky and even smell i dont like",damaged bag cannot be used ever again very poor quality hope the contents are not this bad
Indian Art And Culture English 1st Edition For UPSC CSE Prelims Mains By Study IQPaperback StudyIQ Publications,positive,summarize what people like about Indian Art And Culture English 1st Edition For UPSC CSE Prelims Mains By Study IQPaperback StudyIQ Publications: this book is so awesome it carry picture of all the topicsreally easy to understand the print the packing evrything about this is goodimportant topics covered wisely [SEP] best book so far covering all the topics of art and culture most relevant content and easy to revise far better than nitin singhanias as it is too much hefty [SEP] so nice book and it is understand through colourful picturesand i also bought this one in very lower price and the delivery is too good [SEP] fantasticthanku flipkart and study iq [SEP] just wow useful for ssc and upscgo for it,this book is so awesome it carry picture of all the topicsreally easy to understand the print the packing evrything about this is goodimportant topics covered wisely
Pigeon Glory 550 W Mixer Grinder Multicolor 3 Jars with IB 3 Ltr Pressure Cooker Special Combo,positive,summarize what people like about Pigeon Glory 550 W Mixer Grinder Multicolor 3 Jars with IB 3 Ltr Pressure Cooker Special Combo: perfect product but plzz tight the blade screw b4 u usethe screws are not tight other than that the quality of product is really good highly reccommend this product thank you flipkart [SEP] first i thank to flipkart good and quick service then to pigeon for best quality recieved item on time and worthy product highly recommended for purchase thanks flipkart [SEP] nice good for and most better for use it has great motor and nice speed and colour is also good but red colour is most better i think it also have red colour [SEP] by the looks and offer product is good but need to check few days the performance of both mixer and cooker [SEP] product is good and valuable after using the product i am writing the review,perfect product but plzz tight the blade screw b4 u usethe screws are not tight other than that the quality of product is really good highly reccommend this product thank you flipkart
"GiftMax Smart Watch Magnetic Suction Charger For 2 Pin (Noise Colorfit Pro 2,3, Boat strom,Nexfit run) smart watch, 44mm Adapter Length 45 cm Compatible with USB Charging Cable 0.45 m Magnetic Charging Cable (Compatible with Nextfit Run, Colorfit Pro 2,, Colorfit Pro 3, Boat strom, Black, One Cable) 0.45 m Magnetic Charging Cable (Compatible with Nextfit Run, Colorfit Pro 2,, Colorfit Pro 3, Black, One Cable) Charging Pad",positive,"summarize what people like about GiftMax Smart Watch Magnetic Suction Charger For 2 Pin (Noise Colorfit Pro 2,3, Boat strom,Nexfit run) smart watch, 44mm Adapter Length 45 cm Compatible with USB Charging Cable 0.45 m Magnetic Charging Cable (Compatible with Nextfit Run, Colorfit Pro 2,, Colorfit Pro 3, Boat strom, Black, One Cable) 0.45 m Magnetic Charging Cable (Compatible with Nextfit Run, Colorfit Pro 2,, Colorfit Pro 3, Black, One Cable) Charging Pad: i love this product super [SEP] very nice product for boat watch its amazing [SEP] goodproduct got charged in two minutes [SEP] satisfying product worth it [SEP] good product fast delivery",very nice product for boat watch its amazing
Unstitched Polycotton Shirt Trouser Fabric Printed,positive,summarize what people like about Unstitched Polycotton Shirt Trouser Fabric Printed: very nice product i like this [SEP] a good quality shirt cloth with amazing design [SEP] thank you bhut only kapdano shart [SEP] nice shirt looking good [SEP] very nice delivered okay,a good quality shirt cloth with amazing design
Dettol Effective Protection Antiseptic Liquid  (1000 ml),positive,summarize what people like about Dettol Effective Protection Antiseptic Liquid  (1000 ml): best hygienic product [SEP] very good product i am happy [SEP] smell has changed not liked before [SEP] good product i bought at a good price thanks shopsy flipkart [SEP] i hope this is not orginal dettol but good,good product i bought at a good price thanks shopsy flipkart
SSTOYS 3D Fast Modern Car??(Multicolor),negative,summarize what people dislike about SSTOYS 3D Fast Modern Car??(Multicolor): good but the battery is missing [SEP] remote is not working bad quality dont buy this product flipkart products waste product [SEP] very disappointed doesnt worth the price [SEP] very bad and low quality [SEP] very bad product never buy,remote is not working bad quality dont buy this product flipkart products waste product
XAMILE Rose Diamond Table Lamp16 Color Changing RGB Touch Remote Control Table Lamp195 cm Multicolor,positive,summarize what people like about XAMILE Rose Diamond Table Lamp16 Color Changing RGB Touch Remote Control Table Lamp195 cm Multicolor: i love this lamp i gifted this to my husband for his birthday he loved it thank u [SEP] i am very impressed fab gift product real product go for the gift option [SEP] highly satisfyedamazing product [SEP] this is a fantastic product works good backup is more than 10 hours [SEP] such a nice decorative lamp,i love this lamp i gifted this to my husband for his birthday he loved it thank u
thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color Grey DIYDoItYourself,positive,summarize what people like about thos 5 Layer Simple BookshelfMultipurpose RackChildren BookcasesFile Rack for OfficeStorage OrganizerCabinet Shelves for Bedroom Office Living Room Metal Open Book ShelfFinish Color Grey DIYDoItYourself: this is very good product in such cost [SEP] its been 3 months and still it is as it is bought it is so durable and believe me you are ready to go with the purchase looks wise amazing and simple and so organisedthe strength of rods too perfectas i am student and i bought it for me jee books that you too know that how heavy they are and so many but still i kept in itand its perfectly fine [SEP] its good but holds only small amount of weight [SEP] acc to price it ok ok u can buy it [SEP] nice product thanku flipkart,its been 3 months and still it is as it is bought it is so durable and believe me you are ready to go with the purchase looks wise amazing and simple and so organisedthe strength of rods too perfectas i am student and i bought it for me jee books that you too know that how heavy
HF MRF GRAND Edition VK - 18 Full Size ( Ideal For 15-21 Years ) Complete Cricket Kit,positive,summarize what people like about HF MRF GRAND Edition VK - 18 Full Size ( Ideal For 15-21 Years ) Complete Cricket Kit: super products very nice good bat english willow bat nice products for this amount [SEP] this whole product is very good but the gloves are not as much comfortable also the quality of bag is not good bat pad and other things are good [SEP] literally this is one of the best kit in this price range that i have ever used have a tention for bat dont worry the bat is just wow [SEP] superb kit thank you flipkart worth money must buy [SEP] nice kit it is best for me,this whole product is very good but the gloves are not as much comfortable also the quality of bag is not good bat pad and other things are good
US DZIRE Pendants Ceiling LampBrown,negative,summarize what people dislike about US DZIRE Pendants Ceiling LampBrown: very bad quality do not buy waste of money wood is so fragile it came off when unpacked [SEP] not recommendedwaste money [SEP] what a bad products just a ply and a foil very bad dont buy edges are looking black,very bad quality do not buy waste of money wood is so fragile it came off when unpacked
songbird 4 INCH 280 W MAX DOOR SPEAKER With Dual SB-B10-15S Coaxial Car Speaker (280 W),positive,summarize what people like about songbird 4 INCH 280 W MAX DOOR SPEAKER With Dual SB-B10-15S Coaxial Car Speaker (280 W): nice speaker sweet sound [SEP] sound normal and simple [SEP] very good for simple use [SEP] good quality with good bass worth for the money [SEP] nice product value for money guys please purchase this 4 inch speakers and feel the music and its quality is also good please purchase and enjoy it,nice product value for money guys please purchase this 4 inch speakers and feel the music and its quality is also good please purchase and enjoy it
BD Chaurasias Human Anatomy 8th Edition 2019 Volume 1 2 34Paperback BD Chaurasia,positive,summarize what people like about BD Chaurasias Human Anatomy 8th Edition 2019 Volume 1 2 34Paperback BD Chaurasia: well back when i started reading this book it is so well organised and the diagram so well defined its absolutely amazing [SEP] i have received the productthe books are in good conditionpages are so smoothand also the packaging is fabulousit was worth spendingplus point i received a chart of arterial tree in itwhich will be quite helpful i am quote satisfied and happy that i bought this book herethanks to filpcart and the related book store good jobgo for it guys [SEP] best book of anatomy it give us charts absolutely free with this book [SEP] best book for mbbs and bpt students [SEP] its very good products,i have received the productthe books are in good conditionpages are so smoothand also the packaging is fabulousit was worth spendingplus point i received a chart of arterial tree in itwhich will be quite helpful i am quote satisfied and happy that i bought this book herethanks to
"IFB Neptune VX Plus Free Standing 15 Place Settings with Germ-Free Hygienic Wash, Made for Indian Kitchens, Steam Drying, Energy Efficient Dishwasher",negative,"summarize what people dislike about IFB Neptune VX Plus Free Standing 15 Place Settings with Germ-Free Hygienic Wash, Made for Indian Kitchens, Steam Drying, Energy Efficient Dishwasher: kindly do not buythe washing is patheticdoesnt wash all the utensils properly and the ifb service is even more patheticvery very bad product experiencewaste of money [SEP] its just a month pass and stop working i have to complain at ifb [SEP] not upto the markcleaning quality not satisfactoryleaving some stains [SEP] its waste of moneyutensil are not cleaningall detergent remain in disheswhite marks also appears [SEP] display not work properly machine hanging problem",kindly do not buythe washing is patheticdoesnt wash all the utensils properly and the ifb service is even more patheticvery very bad product experiencewaste of money
JXL 3way 6 inch Car Speaker 1690 Coaxial Car Speaker (600 W),negative,summarize what people dislike about JXL 3way 6 inch Car Speaker 1690 Coaxial Car Speaker (600 W): good but sound quality not good [SEP] its dissent not good not bad this speaker is ok [SEP] this product is very bad very bad it can use for one day not more that one day because it clarity of sound will drop and a unclear sound coming from the speaker very bad product [SEP] simple speakers no bass at all [SEP] im not interested this product,this product is very bad very bad it can use for one day not more that one day because it clarity of sound will drop and a unclear sound coming from the speaker very bad product
My First Picture Library Box Of 10 Board Books PreSchool Books Gift Set For KidsBoard book Sawan,positive,summarize what people like about My First Picture Library Box Of 10 Board Books PreSchool Books Gift Set For KidsBoard book Sawan: first of alli would like to say its an awesome purchase the set came with perfect packaging no damage of the corners books are really nice for children to learn things all books are with nice quality board page overall i am really happy to purchase this thanks to the seller and publisher as well [SEP] this is the best book for children he is learning fast from this book pictures and the board quality is super best thanks flipkart team im very happy [SEP] awesome product very very good for beginnersperfect for 2yr old kids packing is very nice and the delivery agent is nice and polite thank you flippant [SEP] i really loved the productmy best shopping everi got this for 329 quality of book was very nicego for it very helpful to your little one [SEP] perfect for 1 to 2 years my daughter love itsize is smallbut good for toddlers good packing received on time thanks,first of alli would like to say its an awesome purchase the set came with perfect packaging no damage of the corners books are really nice for children to learn things all books are with nice quality board page overall i am really happy to purchase this thanks to the seller and p
StarAndDaisy Plastic Study TableFinish Color Pink DIYDoItYourself,positive,summarize what people like about StarAndDaisy Plastic Study TableFinish Color Pink DIYDoItYourself: product is really good i like this very much thank you filpkart keep serving us like this [SEP] its very useful for my kid [SEP] such a nice table tq flipkart [SEP] i cant believe that ur products quality is not good its amazing my child was very happy for this gift thanks [SEP] nice quality product and nice packaging,i cant believe that ur products quality is not good its amazing my child was very happy for this gift thanks
"Top - Pyjama Set Thermal For Boys & Girls (Multicolor, Pack of 3)",positive,"summarize what people like about Top - Pyjama Set Thermal For Boys & Girls (Multicolor, Pack of 3): very comfortablegood qualitylove it [SEP] very soft and comfortable go for it [SEP] super product quality is vry good tnx flipkart [SEP] fits her perfectly and good quality for winter season [SEP] great innershine and warmth",fits her perfectly and good quality for winter season
EUREKA FORBES Trendy Zip Dry Vacuum Cleaner with Reusable Dust Bag? ? (Red & Black),positive,summarize what people like about EUREKA FORBES Trendy Zip Dry Vacuum Cleaner with Reusable Dust Bag? ? (Red & Black): its just awesome nice packing and delivered just in 1day as im professionally nurse i have lots of work in hospital and also home i cant wipe floor every day thats why i vacuum all the floor every single day and i really very much satisfied with this vacuum cleaner i just love it its suction power is very nice and easy to remove darts from the bag of vacuum cleaner i even vacuum under the bed washing machine freeze and most importantly sofa thank you eureka forbes [SEP] product is good but the prb is motor is heating very quicklyouther wise product is goodif u want to clean a small house its ok to use [SEP] nice product its very handy carry anywhere easily product quality is also good sound is irritating but all vacuum cleaner are like this [SEP] best vacuum cleaner available in this price range it is multipurpose and works like a charm [SEP] fastest delivery as usual great productand editing my review after 15 year useit is still in good and best in performance very much satisfied satisfaction level 110,its just awesome nice packing and delivered just in 1day as im professionally nurse i have lots of work in hospital and also home i cant wipe floor every day thats why i vacuum all the floor every single day and i really very much satisfied with this vacuum cleaner i just love it
SportSoul Thumb Wrap Wrist Support (Grey),positive,summarize what people like about SportSoul Thumb Wrap Wrist Support (Grey): i thank this product manufacturer for good design and satisfying quality of its material it works out wellcsridhar [SEP] value for money and quality is good [SEP] not too much supportive as it is small in sizeone round more can cover necessary parts of handshalf useful [SEP] does not provide full wrist support in the gym [SEP] good quality provides good support to wristif you suffers from wrist pains small injuries it will provide great support,good quality provides good support to wristif you suffers from wrist pains small injuries it will provide great support
UPSC Prelims Previous Year Question Papers Last 25 Years GS1 UPSC Previous Year Question Papers Book By StudyIQPaperback StudyIQ Publications,positive,summarize what people like about UPSC Prelims Previous Year Question Papers Last 25 Years GS1 UPSC Previous Year Question Papers Book By StudyIQPaperback StudyIQ Publications: best book for upsc preparation as i found very helpful from this book and i also enrolled study iq live foundation batch study iq is better than other platforms and lastly book is awesomemany pictures were given to clarify more doubts related to particular questions above lines i mentioned to thats my honest view [SEP] must buy this book for evaluating your preparationeverything is according to expectation thanks studyiq team [SEP] decent compilation of questions subject wise [SEP] amazing packing and book thank you studyiq [SEP] fast delivery and delivery boy nature is so nice,best book for upsc preparation as i found very helpful from this book and i also enrolled study iq live foundation batch study iq is better than other platforms and lastly book is awesomemany pictures were given to clarify more doubts related to particular questions above lines i
PF With Pickfully Cotton Solid Chair Pad Pack of 2Blue,positive,summarize what people like about PF With Pickfully Cotton Solid Chair Pad Pack of 2Blue: very nice value for money [SEP] lil small otherwise ok [SEP] very comfortable and good quality,very comfortable and good quality
Kadio Analog 20 cm X 20 cm Wall ClockWhite With Glass Standard,positive,summarize what people like about Kadio Analog 20 cm X 20 cm Wall ClockWhite With Glass Standard: its really good product love it service also i really like it thank you flip kart [SEP] i liked its shape and rich look little bit small in size but looks so pretty wall clock go for it must buy product [SEP] wow nice watch nice looking nice colour perfect size long size perfect world my fevrate watch love you so much my watch i like it [SEP] nice item so i am very happy very fast delivery boy and good so thanks [SEP] kadio clock is very nice quality and quantity is awesome i love this clock because this clock match with my wall colour,wow nice watch nice looking nice colour perfect size long size perfect world my fevrate watch love you so much my watch i like it
"Google Nest Hub (2nd gen), Display with Google Assistant Smart Speaker (Charcoal)",negative,"summarize what people dislike about Google Nest Hub (2nd gen), Display with Google Assistant Smart Speaker (Charcoal): the coupon for redeeming google mini at 1 is not available in my coupons nor did i receive any notification on it customer care has closed my issue without providing any resolution 4 times today [SEP] the applied offers at the time of purchase were deemed invalid when it entered the redemption periodanother fantastic experience with flopkart [SEP] there is no sleep sensor and even when you wave to stop the music or play it will not respond [SEP] no sleep sensorno hd displayno accuracy [SEP] if you like to have a digital photo frame which can show any photo from google photos then go for it it can show any photo it can be your private photo also there is no option to select a particular folder or file for showing photosvoice recognition is very poor if you are listening to loud music it wont hear your commandsound quality is that of a chinese smartphone no bass and no clear soundeverytime it doesnt understand anything it simply says enter your voice data againan",if you like to have a digital photo frame which can show any photo from google photos then go for it it can show any photo it can be your private photo also there is no option to select a particular folder or file for showing photosvoice recognition is very poor if you are listen
Lopezs Microfiber Floor MatGrey23mm Medium,positive,summarize what people like about Lopezs Microfiber Floor MatGrey23mm Medium: nice soft furry microfiber floor mat it really helps clean the feet and it has a nice grip at the bottom so that there is no chance of getting skit [SEP] i really love the quality of this door mat it is very soft and it is very comfortable to stand on and it looks very elegant and stylish compared to the price [SEP] fabulous product love the style design softness awesome i am so loving it beautiful good looking good quality value for money product one thing i really loved is the softness too good [SEP] very very soft feel and nice product good quality in this price no any issue i am fully satisfied for this product shape size and surface texture of floormat is very nice thankss flipkart for good quality products [SEP] very good and soft bathroom mat i like the fabric quality easy to dry and clean keep absorbing water easily and easy to dry worthy product,very very soft feel and nice product good quality in this price no any issue i am fully satisfied for this product shape size and surface texture of floormat is very nice thankss flipkart for good quality products
MRF ENDORSED | for Light/Hard Tennis Ball [with Cover] | Full Size (SH) Natural Poplar Willow Cricket Bat (1000-1200 g),positive,summarize what people like about MRF ENDORSED | for Light/Hard Tennis Ball [with Cover] | Full Size (SH) Natural Poplar Willow Cricket Bat (1000-1200 g): the bat is very nice and it is good for hitter who loves to hit six and it is also good for 14year old boys i love it thank you flip kart [SEP] thank you so much flipkart i am happy about flipkart i gave the bat as the gift to my friend and he was happy tooi am planning to order one more thing [SEP] bat quality is very good for tennis cricket players look like professional bat weight from handle is excellent overall weight is just awesome size of handle is perfect size of full bat is veri nice i am giving 5 star rating for 2 things 1st is the overall quality at this price point is very very much excellent and acceptable for everyone 2nd is for delivery i got the delivery before the given time and date thanks for the seller and flipkart for providing this [SEP] nice batquality is good [SEP] nyconly for cosco ball,bat quality is very good for tennis cricket players look like professional bat weight from handle is excellent overall weight is just awesome size of handle is perfect size of full bat is veri nice i am giving 5 star rating for 2 things 1st is the overall quality at this price po
Shmaya Solid 3 kitty theme balloon13 pc happy birthday banner3 kitty foil4 star foil 2 curtain30 balloon pack of 52 BalloonPink Pack of 52,positive,summarize what people like about Shmaya Solid 3 kitty theme balloon13 pc happy birthday banner3 kitty foil4 star foil 2 curtain30 balloon pack of 52 BalloonPink Pack of 52: awesome product in low cost recommended to all birthday celebration mode on my daughter love it and enjoy [SEP] overall product quality is goodits beautifulit should have more balloons and 1 more curtain but at this rate product is awesome [SEP] very nice product children likes it [SEP] very nice product all items are available [SEP] very nice product loved it,overall product quality is goodits beautifulit should have more balloons and 1 more curtain but at this rate product is awesome
